time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-11-19 05:27:23,37.4509548012939,126.654291110377,0,Available with any HD 360 subscription,Available with any HD 360 subscription,61.209391394396,0.328084,0,0,0,26,5,0,61.209391394396,0,0,0,0,0,0,56.4,-5.3,0,0,0,1024,1024,1024,1024,0,0,0,0,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,
200,2024-11-19 05:27:23,37.4509547936051,126.65429106991,0,,,61.209391394396,0.328084,0,0.01205216574,0.01205216574,26,5,0,61.209391394396,0,0,0.01205216574,0,0,0,56.5,-5.4,0,0,0,1024,1024,1024,1024,0,0,0,0,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,"비행 중 기체 비행 전. 비전 시스템 및 장애물 회피 꺼짐 (Code: 180059)"
400,2024-11-19 05:27:23,37.4509547880815,126.654291022285,0,,,61.209391394396,0,0,0.025966700306,0.0259928157924,26,5,0,61.209391394396,0,0,0.025966700306,0,0,0,56.8,-5.4,0,0,0,1024,1024,1665,851,0,0,97,-26,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,
600,2024-11-19 05:27:24,37.4509547851131,126.65429098939,0,,,61.209391394396,0,0,0.035536746544,0.035582022136,25,5,0,61.209391394396,0,0,0.035536746544,0,0,0,56.9,-5.4,0,0,0,1024,1024,1684,805,0,0,100,-33,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,"Setting new Return-To-Home altitude to 70m (230 ft). Data Recorder File Index is 111. Setting new Maximum Flight Altitude to 500m (1640 ft)"
800,2024-11-19 05:27:24,37.4509547702131,126.654290952301,0,,,61.209391394396,0,0,0.047169292848,0.047621720684,25,5,0,61.209391394396,0,0,0.047169292848,0,0,0,56.9,-5.4,0,0,0,1024,1024,1684,692,0,0,100,-50,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,
1000,2024-11-19 05:27:24,37.4509547442296,126.654290911213,0,,,61.209391394396,0,0,0.06132874212,0.062836944268,25,5,0,61.209391394396,0,0,0.06132874212,0,0,0,56.9,-5.3,0,0,0,1024,1024,1684,574,0,0,100,-68,56.5,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,
1200,2024-11-19 05:27:24,37.4509547264747,126.65429088339,0,,,61.209391394396,0,0,0.071187338236,0.073176511528,25,5,0,61.209391394396,0,0,0.071187338236,0,0,0,56.9,-5.4,0,0,0,1024,1024,1684,400,0,0,100,-95,56.6,0,0,91,4.037,4.008,0,0,0,0,0,74.12,61.209391394396,0,41,Motors_Started,
1400,2024-11-19 05:27:24,37.4509547148794,126.654290865962,0,,,61.209391394396,0,0,0.07749672164,0.079762797828,25,5,8.11,61.209391394396,0,0,0.07749672164,0,0,0,56.9,-5.3,0,0,0,1024,1024,1684,556,0,0,100,-71,56.7,0,0,91,4.037,4.008,0,0,0,0,0.894,74.12,61.209391394396,0,41,Motors_Started,
1600,2024-11-19 05:27:25,37.4509547070321,126.654290854332,0,,,61.209391394396,0,0,0.081748034112,0.084183729728,25,5,8.11,61.209391394396,0,0,0.081748034112,0,0,0,56.8,-5.3,0,0,0,889,364,1684,595,-20,-100,100,-65,56.7,0,0,91,4.037,4.008,0,0,0,0,0.894,74.12,61.209391394396,0,11,AutoTakeoff,
1800,2024-11-19 05:27:25,37.4509547034468,126.654290831557,0,,,61.209391394396,0,0,0.08829724692,0.09090879556,25,5,8.11,61.209391394396,0,0,0.08829724692,0,0,0,56.7,-5.3,-0.1,0,0,941,364,1684,616,-13,-100,100,-62,56.7,0,0,91,4.037,4.008,0,0,0,0,0.894,74.12,61.209391394396,0,11,AutoTakeoff,
2000,2024-11-19 05:27:25,37.4509547570243,126.654290795379,0,,,61.209391394396,0,0,0.09265584286,0.113087930128,25,5,8.11,61.209391394396,0,0,0.09265584286,0,0,0,53.6,-5.2,-5.6,0,0,1024,469,1684,602,0,-84,100,-64,54.3,0,0,91,4.037,4.008,0,0,0,0,0.894,74.12,61.209391394396,0,11,AutoTakeoff,
2200,2024-11-19 05:27:25,37.450955168215,126.654290832059,0,,,61.209391394396,0,0.671082,0.156268705788,0.263486556988,25,5,8.11,61.209391394396,0,0.671082,0.156268705788,0.671082,0,-0.447388,49.3,-4.6,-7.6,0,0,975,364,1684,595,-7,-100,100,-65,50.3,0,0,91,4.037,4.008,0,0,0,0,0.894,74.12,61.209391394396,0,11,AutoTakeoff,
2400,2024-11-19 05:27:25,37.4509561064789,126.654290844631,0.328084,,,61.537475394396,0.328084,1.11847,0.48237534352,0.60583007188,25,5,8.015,61.537475394396,0.328084,1.11847,0.48237534352,1.11847,0,-1.565858,42.6,2.1,-2.9,0,0,980,364,1684,596,-7,-100,100,-65,44,0,0,91,3.987,3.934,0,0,0,0,2.342,74.12,61.537475394396,0.328084,11,AutoTakeoff,
2600,2024-11-19 05:27:26,37.4509571177159,126.654290481526,0.984252,,,62.193643394396,0.984252,1.2079476,0.8645505526,0.98947837812,25,5,8.015,62.193643394396,0.984252,1.2079476,0.8645505526,1.11847,-0.447388,-2.908022,35.7,1.5,-8.7,0,0,981,364,1684,613,-7,-100,100,-62,37.4,0,0,91,3.987,3.934,0,0,0,0,2.342,74.12,62.193643394396,0.984252,11,AutoTakeoff,
2800,2024-11-19 05:27:26,37.4509582437581,126.654289304844,1.968504,,,63.177895394396,2.624672,1.901399,1.36050529288,1.5232776078,25,5,8.015,63.177895394396,1.968504,1.901399,1.36050529288,1.342164,-1.342164,-4.47388,28.2,1.7,-9.5,0,0,987,364,1684,602,-6,-100,100,-64,31.1,0,0,91,3.987,3.934,0,0,0,0,2.342,74.12,63.177895394396,1.968504,11,AutoTakeoff,
3000,2024-11-19 05:27:26,37.4509594456668,126.654287161161,3.608924,,,64.818315394396,4.593176,2.4158952,2.04444560348,2.28342198908,25,5,8.015,64.818315394396,3.608924,2.4158952,2.04444560348,1.342164,-2.013246,-5.816044,21.2,2.8,-9,0,0,1024,490,1684,604,0,-81,100,-64,27,0,0,91,3.987,3.934,0,0,0,0,2.342,74.12,64.818315394396,3.608924,43,Detour,
3200,2024-11-19 05:27:26,37.4509604681436,126.654284186166,5.577428,,,66.786819394396,7.217848,2.908022,2.88045612892,3.22240167792,26,5,8.015,66.786819394396,5.577428,2.908022,2.88045612892,1.11847,-2.684328,-6.263432,19.6,5.1,4.1,0,0,1024,786,1684,604,0,-36,100,-64,25.5,0,0,91,3.987,3.934,0,0,0,0,2.342,74.12,66.786819394396,5.577428,43,Detour,
3400,2024-11-19 05:27:26,37.4509608303325,126.654281511595,7.545932,,,68.755323394396,9.186352,1.3645334,3.5451772788,4.0082678448,25,5,8.036,68.755323394396,7.545932,2.908022,3.5451772788,0.223694,-1.342164,-6.71082,18.1,0,18.3,0,0,1154,364,1684,604,20,-100,100,-64,21.9,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,68.755323394396,7.545932,43,Detour,
3600,2024-11-19 05:27:27,37.4509605827978,126.654280385853,9.514436,,,70.723827394396,11.154856,0,3.7547901464,4.346620874,25,5,8.036,70.723827394396,9.514436,2.908022,3.7547901464,0,0,-6.71082,12.3,0.2,4.5,0,0,1179,364,1684,605,23,-100,100,-63,17.7,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,70.723827394396,9.514436,43,Detour,
3800,2024-11-19 05:27:27,37.4509600029181,126.654280075261,11.48294,,,72.692331394396,12.795276,0.223694,3.7172245284,4.5765093328,25,5,8.036,72.692331394396,11.48294,2.908022,3.7547901464,0,0.223694,-6.487126,6.9,-0.8,-2.8,0,0,1265,563,1684,617,37,-70,100,-62,13.3,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,72.692331394396,11.48294,43,Detour,"홈포인트 업데이트됨 (Code: 3000001)"
4000,2024-11-19 05:27:27,37.4509593126922,126.65427991081,13.451444,,,74.660835394396,14.435696,0.223694,3.6375985416,4.8328085536,25,5,8.036,74.660835394396,13.451444,2.908022,3.7547901464,0,0.223694,-6.487126,0.7,-6.9,-3.2,0,0,1260,554,1684,613,36,-71,100,-62,9.1,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,74.660835394396,13.451444,43,Detour,
4200,2024-11-19 05:27:27,37.4509589596023,126.65427972404,15.419948,,,76.629339394396,16.4042,0.447388,3.6302166516,4.9725067208,25,5,8.036,76.629339394396,15.419948,2.908022,3.7547901464,0.447388,0,-6.487126,354.9,-12.4,-3.6,0,0,1258,553,1684,610,35,-71,100,-63,5.2,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,76.629339394396,15.419948,43,Detour,
4400,2024-11-19 05:27:27,37.4509593069641,126.654279421463,17.388452,,,78.597843394396,18.04462,1.565858,3.763615606,5.1266077756,25,5,8.036,78.597843394396,17.388452,2.908022,3.763615606,1.565858,0,-6.487126,350.4,-12.9,-3.3,0,0,1258,553,1684,610,35,-71,100,-63,1.1,0,0,91,3.948,3.883,0,0,0,0,2.365,74.12,78.597843394396,17.388452,43,Detour,
4600,2024-11-19 05:27:28,37.4509604065485,126.654278929737,19.356956,,,80.566347394396,19.68504,2.23694,4.077920078,5.552329574,26,5,7.794,80.566347394396,19.356956,2.908022,4.077920078,2.23694,-0.223694,-6.487126,346.2,-8.8,-3.9,0,0,1258,554,1684,608,35,-71,100,-63,357.1,0,0,91,3.957,3.893,0,0,0,0,6.755,73.94,80.566347394396,19.356956,43,Detour,
4800,2024-11-19 05:27:28,37.450961964236,126.65427810197,20.997376,,,82.206767394396,20.341208,2.5053728,4.5854332176,6.1691603024,26,5,7.794,82.206767394396,20.997376,2.908022,4.5854332176,2.460634,-0.447388,-6.487126,340.8,-5.5,-4.6,0,0,1255,557,1684,607,35,-71,100,-63,352.8,0,0,91,3.957,3.893,0,0,0,0,6.755,73.94,82.206767394396,20.997376,43,Detour,"측면 비행 활성화 끄기. '설정 > 안전' 이동해 이 기능 비활성화 (Code: 30315)"
5000,2024-11-19 05:27:28,37.450963706638,126.654276973903,22.96588,,,84.175271394396,22.96588,2.8185444,5.2270670964,6.8839241048,26,5,7.794,84.175271394396,22.96588,2.908022,5.2270670964,2.684328,-0.894776,-6.487126,336.4,-4.5,-4.5,0,0,1255,556,1684,606,35,-71,100,-63,348.5,0,0,91,3.957,3.893,0,0,0,0,6.755,73.94,84.175271394396,22.96588,43,Detour,
5200,2024-11-19 05:27:28,37.4509655047882,126.654275528324,24.934384,,,86.143775394396,24.934384,2.7066974,5.9682416608,7.6622049696,26,5,7.794,86.143775394396,24.934384,2.908022,5.9682416608,2.460634,-1.11847,-6.487126,331.8,-3.8,-5,0,0,1204,439,1684,594,27,-89,100,-65,344.2,0,0,91,3.957,3.893,0,0,0,0,6.755,73.94,86.143775394396,24.934384,43,Detour,
5400,2024-11-19 05:27:28,37.4509670628441,126.654273741255,26.902888,,,88.112279394396,26.902888,2.8632832,6.7322180632,8.4310042068,26,5,7.794,88.112279394396,26.902888,2.908022,6.7322180632,2.23694,-1.789552,-6.487126,316.9,-3.7,-5.2,0,0,1204,439,1684,579,27,-89,100,-67,339.9,0,0,91,3.957,3.893,0,0,0,0,6.755,73.94,88.112279394396,26.902888,43,Detour,
5600,2024-11-19 05:27:29,37.4509684740962,126.654271692206,28.871392,,,90.080783394396,27.559056,2.684328,7.517880818,9.2167325784,26,5,7.817,90.080783394396,28.871392,2.908022,7.517880818,1.789552,-2.013246,-6.487126,307.3,-0.8,-4.3,0,0,1205,424,1684,573,27,-91,100,-68,335.4,0,0,91,3.942,3.881,0,0,0,0,6.098,74.12,90.080783394396,28.871392,43,Detour,
5800,2024-11-19 05:27:29,37.4509696127896,126.654269564101,30.839896,,,92.049287394396,27.559056,2.4158952,8.2552824164,9.9600396888,26,5,7.817,92.049287394396,30.839896,2.908022,8.2552824164,1.342164,-2.013246,-6.487126,301.4,1,-5.5,0,0,1205,424,1684,571,27,-91,100,-69,330.6,0,0,91,3.942,3.881,0,0,0,0,6.098,74.12,92.049287394396,30.839896,43,Detour,
6000,2024-11-19 05:27:29,37.4509703488362,126.65426746511,32.8084,,,94.017791394396,27.559056,1.9908766,8.8928152452,10.624672256,26,5,7.817,94.017791394396,32.8084,2.908022,8.8928152452,0.894776,-1.789552,-6.487126,296.4,-0.5,-4.2,0,0,1204,424,1684,558,27,-91,100,-71,325.6,0,0,91,3.942,3.881,0,0,0,0,6.098,74.12,94.017791394396,32.8084,43,Detour,
6200,2024-11-19 05:27:29,37.4509707687935,126.654265427791,34.776904,,,95.986295394396,27.559056,1.901399,9.4485567328,11.2343507532,26,5,7.817,95.986295394396,34.776904,2.908022,9.4485567328,0.671082,-1.789552,-6.487126,291.3,-1.8,-3.2,0,0,1201,426,1684,525,27,-91,100,-76,320.4,0,0,91,3.942,3.881,0,0,0,0,6.098,74.12,95.986295394396,34.776904,43,Detour,
6400,2024-11-19 05:27:29,37.4509710100091,126.654263483153,36.745408,,,97.954799394396,27.559056,1.6329662,9.9501643604,11.8044295116,26,5,7.817,97.954799394396,36.745408,2.908022,9.9501643604,0.447388,-1.565858,-6.487126,286.1,-2.8,-3.8,0,0,1199,428,1684,501,27,-90,100,-79,314.9,0,0,91,3.942,3.881,0,0,0,0,6.098,74.12,97.954799394396,36.745408,43,Detour,
6600,2024-11-19 05:27:30,37.4509711214336,126.654261596081,38.713912,,,99.923303394396,27.559056,1.5882274,10.417979336,12.352526642,26,5,7.822,99.923303394396,38.713912,2.908022,10.417979336,0.223694,-1.565858,-6.487126,280.3,-3.3,-5.1,0,0,1199,428,1684,494,27,-90,100,-80,308.7,0,0,91,3.934,3.874,0,0,0,0,6.031,74.12,99.923303394396,38.713912,43,Detour,
6800,2024-11-19 05:27:30,37.4509710324223,126.65425971563,40.682416,,,101.8918073944,27.559056,1.565858,10.8516079588,12.8981631424,26,5,7.822,101.8918073944,40.682416,2.908022,10.8516079588,0,-1.565858,-6.487126,273.4,-2.6,-5.2,0,0,1197,428,1684,491,26,-90,100,-81,301.8,0,0,91,3.934,3.874,0,0,0,0,6.031,74.12,101.8918073944,40.682416,43,Detour,
7000,2024-11-19 05:27:30,37.450970700316,126.654257911187,42.65092,,,103.8603113944,27.559056,1.565858,11.2301184696,13.4346789076,26,5,7.822,103.8603113944,42.65092,2.908022,11.2301184696,0,-1.565858,-6.71082,266.2,-2.9,-4.4,0,0,1241,552,1684,490,33,-72,100,-81,294.3,0,0,91,3.934,3.874,0,0,0,0,6.031,74.12,103.8603113944,42.65092,43,Detour,
7200,2024-11-19 05:27:30,37.4509701663539,126.654256227498,44.619424,,,105.8288153944,27.559056,1.5882274,11.5546591624,13.959810158,26,5,7.822,105.8288153944,44.619424,2.908022,11.5546591624,-0.223694,-1.565858,-6.71082,258.5,-3.4,-3.7,0,0,1684,679,1684,475,100,-52,100,-83,286.6,0,0,91,3.934,3.874,0,0,0,0,6.031,74.12,105.8288153944,44.619424,43,Detour,
7400,2024-11-19 05:27:30,37.4509694567217,126.654254675982,46.587928,,,107.7973193944,27.559056,1.4092722,11.8303481476,14.4784453452,26,5,7.822,107.7973193944,46.587928,2.908022,11.8303481476,-0.447388,-1.342164,-6.487126,250.9,6.1,-2.4,0,0,1684,1024,1684,476,100,0,100,-83,279.1,0,0,91,3.934,3.874,0,0,0,0,6.031,74.12,107.7973193944,46.587928,43,Detour,
7600,2024-11-19 05:27:31,37.4509686382298,126.654253344537,48.228348,,,109.4377393944,27.559056,1.4987498,12.0474413304,14.966207828,26,5,7.782,109.4377393944,48.228348,2.908022,12.0474413304,-0.671082,-1.342164,-5.59235,242.6,-20.4,3,0,0,1684,1025,1684,535,100,0,100,-74,272.4,0,0,91,3.928,3.858,0,0,0,0,6.329,74.3,109.4377393944,48.228348,43,Detour,
7800,2024-11-19 05:27:31,37.4509674835639,126.654250957489,49.868768,,,111.0781593944,27.559056,3.4001488,12.516732684,15.7758207148,26,5,7.782,111.0781593944,49.868768,3.4001488,12.516732684,-1.342164,-3.131716,-5.144962,234.1,-29.6,9.7,0,0,1684,1267,1684,782,100,37,100,-37,265.4,0,0,91,3.928,3.858,0,0,0,0,6.329,74.3,111.0781593944,49.868768,43,Detour,
8000,2024-11-19 05:27:31,37.4509659362011,126.654246757251,51.181104,,,112.3904953944,27.559056,4.7423128,13.4736880952,17.1170281068,26,5,7.782,112.3904953944,51.181104,4.7423128,13.4736880952,-1.565858,-4.47388,-4.47388,228.9,-1.3,3.3,0,0,1684,1283,1684,927,100,39,100,-15,258.7,0,0,91,3.928,3.858,0,0,0,0,6.329,74.3,112.3904953944,51.181104,43,Detour,
8200,2024-11-19 05:27:31,37.4509644874655,126.654242411083,52.49344,,,113.7028313944,27.559056,4.1830778,14.5414374732,18.4823168644,26,5,7.782,113.7028313944,52.49344,4.7423128,14.5414374732,-1.11847,-4.026492,-4.026492,224.6,-1,-2.5,0,0,1684,1272,1684,981,100,38,100,-7,254.7,0,0,91,3.928,3.858,0,0,0,0,6.329,74.3,113.7028313944,52.49344,43,Detour,
8400,2024-11-19 05:27:31,37.4509629198533,126.654238339397,53.805776,,,115.0151673944,27.559056,4.4067718,15.5691934116,19.7930452528,26,5,7.782,115.0151673944,53.805776,4.7423128,15.5691934116,-1.789552,-4.026492,-4.026492,222.8,-28.4,-1.4,0,0,1684,1330,1684,946,100,46,100,-12,253.3,1.4,0,91,3.928,3.858,0,0,0,0,6.329,74.3,115.0151673944,53.805776,43,Detour,
8600,2024-11-19 05:27:32,37.4509599830525,126.654233046353,55.118112,,,116.3275033944,27.559056,7.0687304,16.9238522476,21.6634521368,26,5,7.772,116.3275033944,55.118112,7.0687304,16.9238522476,-4.026492,-5.816044,-4.921268,222,-33.9,-0.6,0,0,1684,1334,1684,950,100,47,100,-11,252.7,4.2,0,91,3.883,3.844,0,0,0,0,5.862,74.48,116.3275033944,55.118112,43,Detour,
8800,2024-11-19 05:27:32,37.4509552589408,126.654225940228,56.758532,,,117.9679233944,27.559056,9.842536,18.8769034912,24.3480650836,26,5,7.772,117.9679233944,56.758532,9.842536,18.8769034912,-6.263432,-7.605596,-5.368656,221.1,-29.4,-0.7,0,0,1684,1340,1684,960,100,48,100,-10,252.4,7.1,0,91,3.883,3.844,0,0,0,0,5.862,74.48,117.9679233944,56.758532,43,Detour,
9000,2024-11-19 05:27:32,37.4509490944195,126.654217380107,58.398952,,,119.6083433944,27.559056,11.743935,21.4568248336,27.6956045608,25,5,7.772,119.6083433944,58.398952,11.743935,21.4568248336,-7.605596,-8.94776,-5.59235,219.8,-26.5,4.7,0,0,1684,1339,1583,610,100,48,85,-63,252.3,10.1,0,91,3.883,3.844,0,0,0,0,5.862,74.48,119.6083433944,58.398952,43,Detour,
9200,2024-11-19 05:27:32,37.4509420394763,126.65420746895,60.039372,,,121.2487633944,27.559056,13.3545318,24.6696530204,31.5513133456,26,5,7.772,121.2487633944,60.039372,13.3545318,24.6696530204,-8.500372,-10.289924,-5.59235,217.8,-20,13.9,0,0,1684,1342,364,1684,100,48,-100,100,252.1,13.1,0,91,3.883,3.844,0,0,0,0,5.862,74.48,121.2487633944,60.039372,43,Detour,
9400,2024-11-19 05:27:32,37.4509347402816,126.654196280871,61.679792,,,122.8891833944,27.559056,14.4058936,28.4253289936,35.745736052,25,5,7.772,122.8891833944,61.679792,14.4058936,28.4253289936,-8.500372,-11.632088,-5.59235,218.5,-15.5,13.7,0,0,1684,1420,364,1549,100,60,-100,80,251.4,15.5,0,91,3.883,3.844,0,0,0,0,5.862,74.48,122.8891833944,61.679792,43,Detour,"조종기 신호 간섭 조종기가 신호 간섭 강한 환경에 있음. 비행경로 수동 조정 또는 RTH 실행 (Code: 80014)"
9600,2024-11-19 05:27:33,37.4509275510562,126.654184331445,63.320212,,,124.5296033944,27.559056,14.4506324,32.4866808296,40.08858396,26,5,7.7,124.5296033944,63.320212,14.4506324,32.4866808296,-8.276678,-11.855782,-4.697574,222.3,-8.1,-3.1,0,0,1684,1419,364,1338,100,60,-100,48,255.4,16.3,0,91,3.887,3.825,0,0,0,0,8.197,74.48,124.5296033944,63.320212,43,Detour,
9800,2024-11-19 05:27:33,37.4509203864778,126.654173007039,64.632548,,,125.8419393944,27.559056,13.869028,36.439633712,44.282809816,26,5,7.7,125.8419393944,64.632548,14.4506324,36.439633712,-8.500372,-10.961006,-3.579104,227.4,0.2,-16,0,0,1684,1355,364,1279,100,50,-100,39,261.6,16.3,0,91,3.887,3.825,0,0,0,0,8.197,74.48,125.8419393944,64.632548,43,Detour,
10000,2024-11-19 05:27:33,37.4509130446799,126.654162738928,65.288716,,,126.4981073944,27.559056,13.309793,40.1820879,48.285106532,26,5,7.7,126.4981073944,65.288716,14.4506324,40.1820879,-8.724066,-10.06623,-1.789552,232.3,-18.2,-0.9,0,0,1684,1343,364,1253,100,48,-100,35,265.8,16.3,0,91,3.887,3.825,0,0,0,0,8.197,74.48,126.4981073944,65.288716,43,Detour,
10200,2024-11-19 05:27:33,37.4509056238221,126.654152657495,65.6168,,,126.8261913944,27.559056,13.4887482,43.933072272,52.267390124,26,5,7.7,126.8261913944,65.6168,14.4506324,43.933072272,-8.724066,-10.289924,0,233.4,-27,9.9,0,0,1684,1332,364,1179,100,47,-100,23,268.1,16.3,0,91,3.887,3.825,0,0,0,0,8.197,74.48,126.8261913944,65.6168,43,Detour,
10400,2024-11-19 05:27:34,37.4508983380818,126.65414209518,65.288716,,,126.4981073944,27.559056,13.869028,47.825788932,56.320211776,26,5,7.7,126.8261913944,65.6168,14.4506324,47.825788932,-8.500372,-10.961006,1.789552,234.8,-28.2,10.4,0,0,1684,1299,364,1125,100,42,-100,15,269.4,16.3,0,91,3.887,3.825,0,0,0,0,8.197,74.48,126.4981073944,65.288716,43,Detour,"홈포인트 업데이트됨 (Code: 3000001)"
10600,2024-11-19 05:27:34,37.4508912594682,126.654130883177,64.304464,,,125.5138553944,27.559056,14.2716772,51.877298248,60.469490124,25,5,7.908,126.8261913944,65.6168,14.4506324,51.877298248,-8.276678,-11.632088,3.579104,236.1,-28.2,8.9,0,0,1684,1108,1024,1024,100,13,0,0,270,16.3,0,91,3.959,3.916,0,0,0,0,4.704,74.66,125.5138553944,64.304464,43,Detour,
10800,2024-11-19 05:27:34,37.4508844250802,126.65411895542,62.992128,,,124.2015193944,27.559056,14.6966958,56.086287884,64.729988948,24,5,7.908,126.8261913944,65.6168,14.6966958,56.086287884,-8.052984,-12.30317,5.368656,237.3,-29.2,6.3,0,0,1024,1024,1024,1024,0,0,0,0,270.4,16.3,0,91,3.959,3.916,0,0,0,0,4.704,74.66,124.2015193944,62.992128,43,Detour,
11000,2024-11-19 05:27:34,37.4508776953972,126.654106202216,61.351708,,,122.5610993944,27.559056,15.4572554,60.496721096,69.165684628,22,5,7.908,126.8261913944,65.6168,15.4572554,60.496721096,-8.052984,-13.197946,5.816044,237.9,-28.6,5,0,0,1024,1024,1024,1024,0,0,0,0,270.5,16.3,0,91,3.959,3.916,0,0,0,0,4.704,74.66,122.5610993944,61.351708,43,Detour,
11200,2024-11-19 05:27:34,37.4508710397323,126.654092218871,60.039372,,,121.2487633944,27.559056,16.1283374,65.211944344,73.888125724,20,5,7.908,126.8261913944,65.6168,16.1283374,65.211944344,-7.82929,-14.092722,3.131716,238.8,5.6,-0.2,0,0,1024,1024,1024,1024,0,0,0,0,270.6,17.6,0,91,3.959,3.916,0,0,0,0,4.704,74.66,121.2487633944,60.039372,43,Detour,
11400,2024-11-19 05:27:34,37.4508653908946,126.654079395351,59.05512,,,120.2645113944,27.559056,13.6005952,69.458991724,78.135829272,20,5,7.908,126.8261913944,65.6168,16.1283374,69.458991724,-6.263432,-12.079476,1.342164,238.7,23.2,-1.9,0,0,1024,1024,1024,1024,0,0,0,0,270.6,20.3,0,91,3.959,3.916,0,0,0,0,4.704,74.66,120.2645113944,59.05512,43,Detour,
11600,2024-11-19 05:27:35,37.4508613291299,126.65406918766,58.727036,,,119.9364273944,27.559056,10.2004464,72.765422276,81.442915992,20,5,7.857,126.8261913944,65.6168,16.1283374,72.765422276,-4.47388,-9.171454,0.447388,237.3,27.3,-6.7,0,0,1024,1024,1024,1024,0,0,0,0,270.6,23.2,0,91,3.945,3.888,0,0,0,0,4.554,74.84,119.9364273944,58.727036,43,Detour,
11800,2024-11-19 05:27:35,37.4508585306945,126.654061866917,58.727036,,,119.9364273944,27.559056,7.0016222,75.117128388,83.796262524,20,5,7.857,126.8261913944,65.6168,16.1283374,75.117128388,-3.131716,-6.263432,0.223694,237.3,31,-6,0,0,1024,1024,1024,1024,0,0,0,0,270.6,25,0,91,3.945,3.888,0,0,0,0,4.554,74.84,119.9364273944,58.727036,43,Detour,
12000,2024-11-19 05:27:35,37.4508567507544,126.654057442491,58.398952,,,119.6083433944,27.559056,4.1159696,76.55348014,85.23294236,20,5,7.857,126.8261913944,65.6168,16.1283374,76.55348014,-2.013246,-3.579104,0.223694,238.4,32.3,-2.4,0,0,1024,1024,1024,1024,0,0,0,0,270.6,23,0,91,3.945,3.888,0,0,0,0,4.554,74.84,119.6083433944,58.398952,43,Detour,
12200,2024-11-19 05:27:35,37.450855908909,126.654055574908,58.070868,,,119.2802593944,27.559056,1.4316416,77.17519932,85.854989624,20,5,7.857,126.8261913944,65.6168,16.1283374,77.17519932,-0.894776,-1.11847,0.223694,239.3,17.9,1,0,0,1024,1024,1024,1024,0,0,0,0,270.6,20.1,0,91,3.945,3.888,0,0,0,0,4.554,74.84,119.2802593944,58.070868,43,Detour,
12400,2024-11-19 05:27:35,37.4508557385044,126.654055140149,58.070868,,,119.2802593944,27.559056,0.6263432,77.315619272,85.995409576,20,5,7.857,126.8261913944,65.6168,16.1283374,77.315619272,-0.447388,-0.447388,0,239.3,5,1.7,0,0,1024,1024,1024,1024,0,0,0,0,270.6,17.2,0,91,3.945,3.888,0,0,0,0,4.554,74.84,119.2802593944,58.070868,43,Detour,
12600,2024-11-19 05:27:36,37.4508558346167,126.654055109718,57.742784,,,118.9521753944,27.559056,0.223694,77.307089088,86.0318269,20,5,7.847,126.8261913944,65.6168,16.1283374,77.315619272,-0.223694,0,0,239.2,2.6,0.7,0,0,1684,1024,1024,1024,100,0,0,0,270.6,14.2,0,91,3.946,3.889,0,0,0,0,4.533,74.84,118.9521753944,57.742784,43,Detour,
12800,2024-11-19 05:27:36,37.450856111054,126.654055218019,57.742784,,,118.9521753944,27.559056,0,77.232285936,86.137469948,19,5,7.847,126.8261913944,65.6168,16.1283374,77.315619272,0,0,0,239.1,-13.6,0.6,0,0,1684,1024,1024,1024,100,0,0,0,270.6,11.3,0,91,3.946,3.889,0,0,0,0,4.533,74.84,118.9521753944,57.742784,43,Detour,
