time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),zSpeed(mph),compass_heading(degrees),pitch(degrees),roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
13000,2024-11-19 05:27:36,37.4508560556089,126.654054483241,57.742784,,,118.9521753944,27.559056,1.4987498,77.429792504,86.351052632,18,5,7.847,126.8261913944,65.6168,16.1283374,77.429792504,-0.671082,-1.342164,0,239.4,-29.2,-0.9,0,0,1684,1024,1024,1024,100,0,0,0,270.6,8.3,0,91,3.946,3.889,0,0,0,0,4.533,74.84,118.9521753944,57.742784,43,Detour,
13200,2024-11-19 05:27:36,37.4508550598331,126.654051841988,57.742784,,,118.9521753944,27.559056,3.802798,78.276249224,87.19816552,18,5,7.847,126.8261913944,65.6168,16.1283374,78.276249224,-1.789552,-3.35541,0,239.6,-30.2,-1.9,0,0,1684,1024,1536,570,100,0,78,-69,270.6,5.4,0,91,3.946,3.889,0,0,0,0,4.533,74.84,118.9521753944,57.742784,43,Detour,
13400,2024-11-19 05:27:36,37.450853007028,126.654047220232,58.070868,,,119.2802593944,27.559056,5.7265664,79.80971384,88.73195822,18,5,7.847,126.8261913944,65.6168,16.1283374,79.80971384,-2.908022,-4.921268,0,239.4,-29.5,-1.1,0,0,1684,909,1684,364,100,-17,100,-100,270.2,2.4,0,91,3.946,3.889,0,0,0,0,4.533,74.84,119.2802593944,58.070868,43,Detour,
13600,2024-11-19 05:27:37,37.4508500015987,126.654040785799,58.070868,,,119.2802593944,27.559056,7.82929,81.969490812,90.894359864,18,5,7.817,126.8261913944,65.6168,16.1283374,81.969490812,-4.026492,-6.71082,-0.223694,237.2,-29.6,0.9,0,0,1684,1024,1684,364,100,0,100,-100,267.1,-0.4,0,91,3.926,3.868,0,0,0,0,5.09,75.02,119.2802593944,58.070868,43,Detour,
13800,2024-11-19 05:27:37,37.4508460816851,126.654032228808,58.398952,,,119.6083433944,27.559056,10.3122934,84.829070956,93.755908512,18,5,7.817,126.8261913944,65.6168,16.1283374,84.829070956,-5.144962,-8.94776,-1.789552,231.4,-27.6,2.3,0,0,1684,1073,1684,364,100,7,100,-100,256.5,-4.7,0,91,3.926,3.868,0,0,0,0,5.09,75.02,119.6083433944,58.398952,43,Detour,
14000,2024-11-19 05:27:37,37.450841281315,126.654021923563,59.05512,,,120.2645113944,27.559056,11.5426104,88.286420148,97.216538544,18,5,7.817,126.8261913944,65.6168,16.1283374,88.286420148,-6.039738,-9.842536,-3.802798,224.9,-4.4,-6.7,0,0,1684,1085,1684,364,100,9,100,-100,252.4,-5.4,0,91,3.926,3.868,0,0,0,0,5.09,75.02,120.2645113944,59.05512,43,Detour,
14200,2024-11-19 05:27:37,37.4508362045504,126.65401218702,60.367456,,,121.5768473944,27.559056,10.6030956,91.646656476,100.5905544,18,5,7.817,126.8261913944,65.6168,16.1283374,91.646656476,-6.039738,-8.724066,-5.368656,216.1,-1.3,-6.9,0,0,1684,1024,1684,591,100,0,100,-66,244,-6,0,91,3.926,3.868,0,0,0,0,5.09,75.02,121.5768473944,60.367456,43,Detour,
14400,2024-11-19 05:27:37,37.4508310182492,126.654003676323,62.007876,,,123.2172673944,27.559056,9.6859502,94.714241876,103.698166048,18,5,7.817,126.8261913944,65.6168,16.1283374,94.714241876,-6.263432,-7.381902,-6.263432,209.4,-11,-18.1,0,0,1684,1024,1684,653,100,0,100,-56,235.7,-6.1,0,91,3.926,3.868,0,0,0,0,5.09,75.02,123.2172673944,62.007876,43,Detour,
14600,2024-11-19 05:27:38,37.4508248420148,126.653996757686,63.97638,,,125.1857713944,27.559056,9.9320136,97.5557774,106.713914176,18,5,7.665,126.8261913944,65.6168,16.1283374,97.5557774,-8.052984,-5.816044,-6.263432,204.4,-22.9,-21.5,0,0,1684,1237,1684,677,100,32,100,-53,229.6,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,125.1857713944,63.97638,43,Detour,
14800,2024-11-19 05:27:38,37.4508169296601,126.653991525704,65.6168,,,126.8261913944,27.559056,11.3412858,100.299215808,109.974084884,19,5,7.665,126.8261913944,65.6168,16.1283374,100.299215808,-10.513618,-4.250186,-6.263432,198.9,-28.3,-14,0,0,1684,1406,1684,763,100,58,100,-40,225.5,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,126.8261913944,65.6168,43,Detour,
15000,2024-11-19 05:27:38,37.4508072541135,126.653987373391,67.585304,,,128.7946953944,27.559056,13.2426848,103.139110912,113.703415712,19,5,7.665,128.7946953944,67.585304,16.1283374,103.139110912,-12.750558,-3.579104,-6.263432,192.8,-30.2,-4.1,0,0,1684,1684,1684,901,100,100,100,-19,222.4,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,128.7946953944,67.585304,43,Detour,
15200,2024-11-19 05:27:38,37.450796122602,126.653983619643,69.225724,,,130.4351153944,27.559056,14.763804,106.225725184,117.907812172,19,5,7.665,130.4351153944,69.225724,16.1283374,106.225725184,-14.316416,-3.579104,-6.039738,186.9,-28.7,9.2,0,0,1684,1684,1684,902,100,100,100,-18,220.5,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,130.4351153944,69.225724,43,Detour,
15400,2024-11-19 05:27:38,37.4507837220214,126.653979230634,70.866144,,,132.0755353944,27.559056,16.5086172,109.801184616,122.607287388,18,5,7.665,132.0755353944,70.866144,16.5086172,109.801184616,-15.882274,-4.47388,-6.039738,185.9,-27.7,11.3,0,0,1684,1684,1684,1024,100,100,100,0,219.7,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,132.0755353944,70.866144,43,Detour,"비행 중"
15600,2024-11-19 05:27:39,37.4507702705197,126.653973774323,72.17848,,,133.3878713944,27.559056,17.9626282,113.934714932,127.763455532,19,5,7.665,133.3878713944,72.17848,17.9626282,113.934714932,-17.000744,-5.816044,-6.263432,184.6,-25.4,14.8,0,0,1684,1684,1684,1024,100,100,100,0,219.4,-6.1,0,90,3.915,3.848,0,0,0,0,7.101,75.02,133.3878713944,72.17848,43,Detour,
15800,2024-11-19 05:27:39,37.4507559445584,126.653967264546,74.146984,,,135.3563753944,27.559056,18.902143,118.584977548,133.319886156,19,5,7.646,135.3563753944,74.146984,18.902143,118.584977548,-17.671826,-6.71082,-6.263432,184.6,-25.2,15,0,0,1684,1684,1024,1024,100,100,0,0,219.2,-6.1,0,90,3.84,3.737,0,0,0,0,7.872,75.02,135.3563753944,74.146984,43,Detour,
16000,2024-11-19 05:27:39,37.4507408908202,126.653960026077,76.115488,,,137.3248793944,27.559056,19.685072,123.64173624,139.198823352,18,5,7.646,137.3248793944,76.115488,19.685072,123.64173624,-18.342908,-7.158208,-6.71082,186.8,-12.8,8.6,0,0,1684,1684,1213,1684,100,100,29,100,219.2,-6.1,0,90,3.84,3.737,0,0,0,0,7.872,75.02,137.3248793944,76.115488,43,Detour,
16200,2024-11-19 05:27:39,37.4507258738684,126.653952651486,78.083992,,,139.2933833944,27.559056,19.1929452,128.7893742,145.079400968,18,5,7.646,139.2933833944,78.083992,19.685072,128.7893742,-17.89552,-6.934514,-6.71082,187.7,-2.5,5,0,0,1684,1684,1607,1684,100,100,88,100,219.3,-5.7,0,90,3.84,3.737,0,0,0,0,7.872,75.02,139.2933833944,78.083992,43,Detour,
16400,2024-11-19 05:27:39,37.4507115643384,126.653945739885,79.724412,,,140.9338033944,27.559056,18.1863222,133.726054148,150.67093658,18,5,7.646,140.9338033944,79.724412,19.685072,133.726054148,-17.000744,-6.487126,-5.368656,189.2,2.9,-2.8,0,0,1684,1684,1622,1684,100,100,91,100,223,-3.7,0,90,3.84,3.737,0,0,0,0,7.872,75.02,140.9338033944,79.724412,43,Detour,
16600,2024-11-19 05:27:40,37.4506982066274,126.65393956209,80.708664,,,141.9180553944,27.559056,16.7099418,138.320542484,155.862537796,18,5,7.646,141.9180553944,80.708664,19.685072,138.320542484,-15.65858,-5.816044,-4.250186,198,15.9,10.7,0,0,1684,1684,1684,1684,100,100,100,100,230.8,-2.2,0,90,3.84,3.737,0,0,0,0,7.872,75.02,141.9180553944,80.708664,43,Detour,
16800,2024-11-19 05:27:40,37.450686719109,126.653933507662,82.021,,,143.2303913944,27.559056,13.9137668,142.460962564,160.405845028,18,5,7.563,143.2303913944,82.021,19.685072,142.460962564,-12.526864,-6.039738,-4.921268,208.5,16,21.2,0,0,1684,1684,1684,1684,100,100,100,100,239.9,-1.7,0,90,3.937,3.893,0,0,0,0,9.829,75.2,143.2303913944,82.021,43,Detour,
17000,2024-11-19 05:27:40,37.4506778022145,126.653926730866,83.66142,,,144.8708113944,27.559056,11.855782,146.125004676,164.205385832,17,4,7.563,144.8708113944,83.66142,19.685072,146.125004676,-9.618842,-6.934514,-5.816044,215,5.3,18.3,0,0,1684,1684,1684,1385,100,100,100,55,249.3,-1.6,0,90,3.937,3.893,0,0,0,0,9.829,75.2,144.8708113944,83.66142,43,Detour,
17200,2024-11-19 05:27:40,37.4506707466373,126.653919261657,85.30184,,,146.5112313944,27.559056,10.9162672,149.46850872,167.567918748,17,4,7.563,146.5112313944,85.30184,19.685072,149.46850872,-7.82929,-7.605596,-6.263432,223.3,0.4,16.5,0,0,1684,1684,1684,1102,100,100,100,12,258.5,-1.6,0,90,3.937,3.893,0,0,0,0,9.829,75.2,146.5112313944,85.30184,43,Detour,
17400,2024-11-19 05:27:40,37.4506649252789,126.653911197072,86.614176,,,147.8235673944,27.559056,10.8044202,152.624348716,170.72507108,16,4,7.563,147.8235673944,86.614176,19.685072,152.624348716,-6.934514,-8.276678,-6.263432,229.9,-23.1,11.7,0,0,1684,1684,1684,891,100,100,100,-20,264.5,-1.6,0,90,3.937,3.893,0,0,0,0,9.829,75.2,147.8235673944,86.614176,43,Detour,
17600,2024-11-19 05:27:41,37.4506591748547,126.653901913633,88.58268,,,149.7920713944,27.559056,12.4373864,156.017393444,174.135832344,17,4,7.563,149.7920713944,88.58268,19.685072,156.017393444,-7.605596,-9.842536,-6.039738,234.2,-33.5,2.3,0,0,1684,1684,1684,364,100,100,100,-100,266.5,-1.6,0,90,3.937,3.893,0,0,0,0,9.829,75.2,149.7920713944,88.58268,43,Detour,
17800,2024-11-19 05:27:41,37.4506525663336,126.653890746639,91.86352,,,153.0729113944,27.559056,14.3611548,160.021986748,178.169953208,17,4,7.73,153.0729113944,91.86352,19.685072,160.021986748,-8.724066,-11.408394,-6.71082,234.4,-31.4,1.9,0,0,1684,1684,1684,680,100,100,100,-52,266.8,-1.6,0,90,3.878,3.793,0,0,0,0,4.878,75.38,153.0729113944,91.86352,43,Detour,
18000,2024-11-19 05:27:41,37.4506450925879,126.653878010637,95.472444,,,156.6818353944,27.559056,16.1507068,164.5751365,182.757223696,17,4,7.73,156.6818353944,95.472444,19.685072,164.5751365,-9.618842,-12.974252,-6.71082,236.9,-19.2,-12.6,0,0,1684,1684,1684,769,100,100,100,-39,262.4,-1.6,0,90,3.878,3.793,0,0,0,0,4.878,75.38,156.6818353944,95.472444,43,Detour,
18200,2024-11-19 05:27:41,37.4506366250455,126.653865404864,98.097116,,,159.3065073944,27.559056,15.8375352,169.351055288,187.540032248,17,4,7.73,159.3065073944,98.097116,19.685072,169.351055288,-10.513618,-11.855782,-7.381902,225.5,11.2,-22.9,0,0,1684,1684,1684,952,100,100,100,-11,255.8,-1.6,0,90,3.878,3.793,0,0,0,0,4.878,75.38,159.3065073944,98.097116,43,Detour,
18400,2024-11-19 05:27:41,37.4506277051011,126.65385492752,100.721788,,,161.9311793944,27.559056,14.7190652,173.791672228,191.98983554,17,4,7.73,161.9311793944,100.721788,19.685072,173.791672228,-10.737312,-10.06623,-6.71082,219.9,-14.1,-12.8,0,0,1684,1684,1684,1024,100,100,100,0,252.3,-1.6,0,90,3.878,3.793,0,0,0,0,4.878,75.38,161.9311793944,100.721788,43,Detour,
18600,2024-11-19 05:27:42,37.4506184635547,126.653845199652,102.690292,,,163.8996833944,27.559056,15.2335614,178.15617368,196.383864552,17,4,7.73,163.8996833944,102.690292,19.685072,178.15617368,-11.632088,-9.842536,-5.816044,219.7,-28.8,-1.2,0,0,1684,1684,1684,1024,100,100,100,0,251.1,-1.6,0,90,3.878,3.793,0,0,0,0,4.878,75.38,163.8996833944,102.690292,43,Detour,
18800,2024-11-19 05:27:42,37.4506083885498,126.653834889574,104.330712,,,165.5401033944,27.559056,16.8441582,182.854008476,201.120085176,17,4,7.59,165.5401033944,104.330712,19.685072,182.854008476,-12.974252,-10.737312,-6.039738,219.2,-31,0.9,0,0,1684,1684,1684,948,100,100,100,-12,250.8,-1.6,0,90,3.914,3.824,0,0,0,0,8.911,75.38,165.5401033944,104.330712,43,Detour,
19000,2024-11-19 05:27:42,37.4505972763653,126.653823515258,106.299216,,,167.5086073944,27.559056,18.5889714,188.038391844,206.344166708,19,4,7.59,167.5086073944,106.299216,19.685072,188.038391844,-14.316416,-11.855782,-6.039738,219.4,-30,0,0,0,1684,1684,1684,795,100,100,100,-35,250.7,-1.6,0,90,3.914,3.824,0,0,0,0,8.911,75.38,167.5086073944,106.299216,43,Detour,
19200,2024-11-19 05:27:42,37.4505851547236,126.653811176548,108.26772,,,169.4771113944,27.559056,20.1995682,193.681764728,212.030190512,20,4,7.59,169.4771113944,108.26772,20.1995682,193.681764728,-15.65858,-12.750558,-6.263432,219.7,-29.1,-1.3,0,0,1684,1684,1684,744,100,100,100,-42,250.6,-1.6,0,90,3.914,3.824,0,0,0,0,8.911,75.38,169.4771113944,108.26772,43,Detour,
19400,2024-11-19 05:27:42,37.4505720867115,126.653798243281,110.236224,,,171.4456153944,27.559056,21.1614524,199.691935524,218.093510916,20,4,7.59,171.4456153944,110.236224,21.1614524,199.691935524,-16.553356,-13.197946,-6.263432,219.7,-25.4,-3.1,0,0,1684,1684,1684,678,100,100,100,-52,249.8,-1.6,0,90,3.914,3.824,0,0,0,0,8.911,75.38,171.4456153944,110.236224,43,Detour,
19600,2024-11-19 05:27:43,37.4505581973717,126.653785120475,112.204728,,,173.4141193944,27.559056,21.7430568,205.955059084,224.428156788,21,4,7.59,173.4141193944,112.204728,21.7430568,205.955059084,-17.448132,-12.974252,-6.487126,218.6,-21.8,-5.2,0,0,1684,1684,1684,720,100,100,100,-46,248.3,-1.6,0,90,3.914,3.824,0,0,0,0,8.911,75.38,173.4141193944,112.204728,43,Detour,
19800,2024-11-19 05:27:43,37.4505436995409,126.653772374804,114.173232,,,175.3826233944,27.559056,22.033859,212.30151598,230.878616312,21,4,7.582,175.3826233944,114.173232,22.033859,212.30151598,-18.119214,-12.526864,-6.487126,216.7,-19.6,-5.9,0,0,1684,1684,1661,910,100,100,97,-17,245.9,-1.6,0,90,3.838,3.758,0,0,0,0,9.327,75.74,175.3826233944,114.173232,43,Detour,
20000,2024-11-19 05:27:43,37.4505287239501,126.653760295429,115.813652,,,177.0230433944,27.559056,21.8996426,218.642395448,237.366805496,21,4,7.582,177.0230433944,115.813652,22.033859,218.642395448,-18.566602,-11.632088,-6.71082,213.9,-13.4,-9,0,0,1684,1684,1663,930,100,100,97,-14,243.3,-1.6,0,90,3.838,3.758,0,0,0,0,9.327,75.74,177.0230433944,115.813652,43,Detour,
20200,2024-11-19 05:27:43,37.4505135182862,126.65374924455,117.782156,,,178.9915473944,27.559056,21.6312098,224.843511132,243.771661344,23,4,7.582,178.9915473944,117.782156,22.033859,224.843511132,-18.790296,-10.737312,-6.039738,210.5,-20.4,0.9,0,0,1684,1684,1632,985,100,100,92,-6,241.6,-1.6,0,90,3.838,3.758,0,0,0,0,9.327,75.74,178.9915473944,117.782156,43,Detour,
20400,2024-11-19 05:27:43,37.4504981054399,126.653738618675,119.75066,,,180.9600513944,27.559056,21.922012,231.024941776,250.18209462,23,4,7.582,180.9600513944,119.75066,22.033859,231.024941776,-19.237684,-10.513618,-6.039738,208.8,-21.3,2.9,0,0,1684,1684,1537,1024,100,100,78,0,240.7,-1.6,0,90,3.838,3.758,0,0,0,0,9.327,75.74,180.9600513944,119.75066,43,Detour,
20600,2024-11-19 05:27:44,37.4504822855622,126.653728076886,121.719164,,,182.9285553944,27.559056,22.0114896,237.30971888,256.711950472,24,4,7.582,182.9285553944,121.719164,22.033859,237.30971888,-19.461378,-10.289924,-6.039738,207.9,-19.5,6.4,0,0,1684,1684,1024,1024,100,100,0,0,240.4,-1.6,0,90,3.838,3.758,0,0,0,0,9.327,75.74,182.9285553944,121.719164,43,Detour,
20800,2024-11-19 05:27:44,37.4504664268249,126.653717581715,123.359584,,,184.5689753944,27.559056,22.0114896,243.608603596,263.24803992,24,4,7.582,184.5689753944,123.359584,22.033859,243.608603596,-19.461378,-10.289924,-5.59235,207.9,-19.7,6.3,0,0,1684,1684,1024,1024,100,100,0,0,240.3,-0.6,0,90,3.862,3.787,0,0,0,0,9.327,75.74,184.5689753944,123.359584,43,Detour,
21000,2024-11-19 05:27:44,37.4504506188723,126.653707200241,124.67192,,,185.8813113944,27.559056,21.7206874,249.88353818,269.75230522,24,4,7.582,185.8813113944,124.67192,22.033859,249.88353818,-19.237684,-10.06623,-4.47388,207.8,-21.7,6.2,0,0,1684,1684,1024,1024,100,100,0,0,240.3,2,0,90,3.862,3.787,0,0,0,0,9.327,75.74,185.8813113944,124.67192,43,Detour,
21200,2024-11-19 05:27:44,37.4504349917502,126.653697135168,125.984256,,,187.1936473944,27.559056,21.4075158,256.05971948,276.155848732,24,4,7.582,187.1936473944,125.984256,22.033859,256.05971948,-19.01399,-9.842536,-2.908022,207.7,-24.1,5.7,0,0,1684,1684,1024,1024,100,100,0,0,240.3,4.9,0,90,3.862,3.787,0,0,0,0,9.327,75.74,187.1936473944,125.984256,43,Detour,
21400,2024-11-19 05:27:44,37.4504194432725,126.653687300683,126.31234,,,187.5217313944,27.559056,21.3180382,262.180454584,282.503617964,26,4,7.582,187.5217313944,126.31234,22.033859,262.180454584,-19.01399,-9.618842,-1.342164,207.3,-25,7.7,0,0,1684,1669,1024,1024,100,98,0,0,240.3,7.7,0,90,3.862,3.787,0,0,0,0,9.327,75.74,187.5217313944,126.31234,43,Detour,
21600,2024-11-19 05:27:45,37.4504038280756,126.653677532974,126.640424,,,187.8498153944,27.559056,21.3180382,268.317593888,288.86483864,26,4,7.582,187.8498153944,126.640424,22.033859,268.317593888,-19.01399,-9.618842,0,207.1,-25,8.3,0,0,1024,1024,1024,1024,0,0,0,0,240.3,7,0,90,3.862,3.787,0,0,0,0,9.327,75.74,187.8498153944,126.640424,43,Detour,
21800,2024-11-19 05:27:45,37.4503880670011,126.65366761341,126.31234,,,187.5217313944,27.559056,21.8996426,274.533801436,295.292988452,26,4,7.77,187.8498153944,126.640424,22.033859,274.533801436,-19.461378,-10.06623,0,207.5,-22.5,7.8,0,0,1024,1024,1024,1024,0,0,0,0,240.3,4.3,0,90,3.92,3.869,0,0,0,0,5.499,75.92,187.5217313944,126.31234,43,Detour,
22000,2024-11-19 05:27:45,37.4503722263572,126.653657476078,126.640424,,,187.8498153944,27.559056,21.810165,280.822843632,301.775600208,26,4,7.77,187.8498153944,126.640424,22.033859,280.822843632,-19.237684,-10.289924,-0.447388,208,5,8.1,0,0,1024,1024,1024,1024,0,0,0,0,240.3,1.4,0,90,3.92,3.869,0,0,0,0,5.499,75.92,187.8498153944,126.640424,43,Detour,
22200,2024-11-19 05:27:45,37.4503574125784,126.653647832296,127.296592,,,188.5059833944,27.559056,19.5061168,286.742791328,307.859589904,26,4,7.77,188.5059833944,127.296592,22.033859,286.742791328,-17.224438,-9.171454,-0.447388,208.9,23.6,2.2,0,0,1024,1024,1024,1024,0,0,0,0,240.3,-1.5,0,90,3.92,3.869,0,0,0,0,5.499,75.92,188.5059833944,127.296592,43,Detour,
22400,2024-11-19 05:27:45,37.4503444075846,126.65363972338,127.624676,,,188.8340673944,27.559056,16.7994194,291.87829018,313.153881412,26,4,7.77,188.8340673944,127.624676,22.033859,291.87829018,-14.987498,-7.605596,0,210,27.8,4.6,0,0,1024,1024,1024,1024,0,0,0,0,240.3,-4.4,0,90,3.92,3.869,0,0,0,0,5.499,75.92,188.8340673944,127.624676,43,Detour,
22600,2024-11-19 05:27:46,37.45033347181,126.653633079878,127.624676,,,188.8340673944,27.559056,13.8019198,296.168644648,317.58367158,26,4,7.77,188.8340673944,127.624676,22.033859,296.168644648,-12.30317,-6.263432,0,210.3,28.4,5.3,0,0,1024,1024,1024,1024,0,0,0,0,240.3,-7.4,0,90,3.92,3.869,0,0,0,0,5.499,75.92,188.8340673944,127.624676,43,Detour,
22800,2024-11-19 05:27:46,37.4503245648188,126.653627635071,127.95276,,,189.1621513944,27.559056,11.0952224,299.672253684,321.19587642,26,4,7.77,189.1621513944,127.95276,22.033859,299.672253684,-9.842536,-5.144962,0,210,29.5,3.8,0,0,1024,1024,1024,1024,0,0,0,0,240.3,-10.3,0,90,3.92,3.869,0,0,0,0,5.499,75.92,189.1621513944,127.95276,43,Detour,
23000,2024-11-19 05:27:46,37.4503176338389,126.653623371607,127.95276,,,189.1621513944,27.559056,8.2990474,302.405193404,324.009852888,26,4,7.77,189.1621513944,127.95276,22.033859,302.405193404,-7.381902,-3.802798,0,209.8,29.6,2.4,0,0,1024,1024,1578,940,0,0,84,-13,240.3,-13.3,0,90,3.92,3.869,0,0,0,0,5.499,75.92,189.1621513944,127.95276,43,Detour,
23200,2024-11-19 05:27:46,37.4503126451508,126.653620283012,128.280844,,,189.4902353944,27.559056,5.7936746,304.376978244,326.038068176,26,4,7.77,189.4902353944,128.280844,22.033859,304.376978244,-5.144962,-2.684328,0,209.7,28.8,1.7,0,0,1024,1024,1684,1024,0,0,100,0,240.3,-16.2,0,90,3.92,3.869,0,0,0,0,5.499,75.92,189.4902353944,128.280844,43,Detour,
23400,2024-11-19 05:27:46,37.4503094682632,126.65361835707,128.280844,,,189.4902353944,27.559056,3.5119958,305.625337864,327.32448554,26,4,7.77,189.4902353944,128.280844,22.033859,305.625337864,-3.131716,-1.565858,0.223694,209.4,27.9,1.2,0,0,1024,1024,1024,1024,0,0,0,0,240.3,-19.2,0,90,3.92,3.869,0,0,0,0,5.499,75.92,189.4902353944,128.280844,43,Detour,
23600,2024-11-19 05:27:47,37.450308035052,126.653617634313,128.280844,,,189.4902353944,27.559056,0.9171454,306.161755204,327.887477684,26,4,7.77,189.4902353944,128.280844,22.033859,306.161755204,-0.894776,-0.223694,-0.671082,209.4,12.1,1.9,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-22.1,0,90,3.92,3.869,0,0,0,0,5.499,75.92,189.4902353944,128.280844,43,Detour,
23800,2024-11-19 05:27:47,37.4503076892226,126.653617665953,128.937012,,,190.1464033944,27.559056,0.223694,306.25329064,328.014118108,26,4,7.829,190.1464033944,128.937012,22.033859,306.25329064,-0.223694,0,-2.23694,208.8,1.5,3.7,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-25,0,90,3.897,3.81,0,0,0,0,4.167,75.92,190.1464033944,128.937012,43,Detour,
24000,2024-11-19 05:27:47,37.4503076951166,126.653617801103,129.59318,,,190.8025713944,27.559056,0,306.226715836,328.053160104,26,5,7.829,190.8025713944,129.59318,22.033859,306.25329064,0,0,-1.342164,208.9,1.9,4.2,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-27.5,0,90,3.897,3.81,0,0,0,0,4.167,75.92,190.8025713944,129.59318,43,Detour,
24200,2024-11-19 05:27:47,37.4503078572713,126.653617916138,129.921264,,,191.1306553944,27.559056,0,306.1597867,328.12008924,26,5,7.829,191.1306553944,129.921264,22.033859,306.25329064,0,0,-0.223694,208.7,-0.4,1.9,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-30.2,0,90,3.897,3.81,0,0,0,0,4.167,75.92,191.1306553944,129.921264,43,Detour,
24400,2024-11-19 05:27:47,37.4503080561608,126.653618071446,129.921264,,,191.1306553944,27.559056,0.223694,306.075141028,328.20539108,26,5,7.829,191.1306553944,129.921264,22.033859,306.25329064,0,0.223694,0,208.8,-1,2.7,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-33.2,0,90,3.897,3.81,0,0,0,0,4.167,75.92,191.1306553944,129.921264,43,Detour,
24600,2024-11-19 05:27:48,37.4503082789693,126.653618209057,129.921264,,,191.1306553944,27.559056,0.223694,305.987214516,328.2972546,26,5,7.829,191.1306553944,129.921264,22.033859,306.25329064,0,0.223694,0,208.8,-1.4,3.3,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-36.1,0,90,3.897,3.81,0,0,0,0,4.167,75.92,191.1306553944,129.921264,43,Detour,
24800,2024-11-19 05:27:48,37.4503085015035,126.65361835025,130.249348,,,191.4587393944,27.559056,0.223694,305.898631836,328.38911812,26,5,7.829,191.4587393944,130.249348,22.033859,306.25329064,0,0.223694,0,208.8,-1.6,4.1,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-39.1,0,90,3.897,3.81,0,0,0,0,4.167,75.92,191.4587393944,130.249348,43,Detour,
25000,2024-11-19 05:27:48,37.4503087438445,126.653618418883,130.249348,,,191.4587393944,27.559056,0.223694,305.817595088,328.4777008,26,5,7.792,191.4587393944,130.249348,22.033859,306.25329064,0,0.223694,0,208.8,-2.6,4.2,0,0,1024,1024,1024,1024,0,0,0,0,240.2,-42,0,90,3.919,3.862,0,0,0,0,4.929,76.1,191.4587393944,130.249348,43,Detour,
